call_id,caller_id,callee_id,start_time,duration_sec,cell_tower_id
87,50,18,2025-02-17T18:03:06,925,4803
88,41,45,2025-02-18T16:57:19,1773,3580
89,9,43,2025-02-18T19:18:16,1512,3463
90,35,51,2025-02-18T22:11:12,1753,5097
91,71,66,2025-02-19T10:17:49,1142,7010
92,27,36,2025-02-19T10:51:55,1129,4063
93,22,23,2025-02-20T19:39:43,523,9153
94,65,40,2025-02-21T16:23:39,482,4590
95,21,36,2025-02-21T18:16:05,791,3711
96,63,34,2025-02-21T19:11:23,811,7052
97,7,6,2025-02-21T21:01:07,1786,3588
98,16,59,2025-02-22T13:41:40,1252,1349
99,37,59,2025-02-22T14:59:16,1643,4241
100,39,59,2025-02-23T08:10:28,881,8933
101,48,71,2025-02-23T10:18:05,1592,3626
102,6,42,2025-02-23T15:53:47,569,9918
103,30,50,2025-02-24T10:06:20,782,5902
104,53,50,2025-02-24T14:36:33,377,7237
105,1,80,2025-02-25T08:44:54,178,6860
106,49,2,2025-02-25T14:24:49,937,5049
107,77,11,2025-02-25T14:42:42,757,3725
108,8,58,2025-02-26T17:45:05,1063,3827
109,72,47,2025-02-26T19:00:16,1128,3024
110,68,5,2025-02-27T08:48:00,874,3252
111,55,15,2025-02-28T08:00:54,313,3793
112,2,44,2025-02-28T20:44:08,1008,2160
113,17,68,2025-03-01T08:42:22,1792,6328
114,30,9,2025-03-01T13:32:29,794,1990
115,51,13,2025-03-02T13:52:16,1005,2577
116,36,58,2025-03-02T14:41:18,1051,7750
117,57,63,2025-03-03T07:50:48,481,5785
118,29,43,2025-03-03T10:33:32,427,6724
119,75,47,2025-03-03T16:20:47,880,3877
120,61,64,2025-03-03T22:20:15,707,5557
121,30,58,2025-03-04T13:32:25,1639,6544
122,74,76,2025-03-05T08:57:36,330,1916
123,77,49,2025-03-06T12:53:44,1609,3712
124,16,58,2025-03-06T13:51:12,288,1699
125,30,47,2025-03-10T07:45:34,289,5494
126,13,30,2025-03-10T21:49:52,687,5414
127,11,27,2025-03-13T10:06:04,999,9985
128,62,41,2025-03-13T17:18:47,1453,9044
129,54,76,2025-03-14T10:53:31,1290,7686
130,69,5,2025-03-14T12:59:58,104,7504
131,61,2,2025-03-14T22:08:57,1769,9470
132,57,54,2025-03-14T22:56:24,749,9946
133,18,62,2025-03-15T18:26:44,1154,8714
134,20,14,2025-03-15T21:20:26,277,9780
135,13,24,2025-03-16T17:59:15,43,5272
136,15,4,2025-03-16T19:58:35,271,5288
137,22,34,2025-03-17T19:38:36,1335,1305
138,36,19,2025-03-18T15:51:11,255,1422
139,8,3,2025-03-19T11:49:07,1763,9622
140,73,5,2025-03-20T17:58:51,1282,4619
141,18,49,2025-03-21T11:04:33,1183,1138
142,27,76,2025-03-21T20:01:15,118,3095
143,30,79,2025-03-22T08:23:15,1371,1004
144,25,15,2025-03-22T08:54:48,1154,8557
145,43,46,2025-03-22T14:06:18,1298,2143
146,37,35,2025-03-23T21:46:00,506,2477
147,34,7,2025-03-24T20:33:07,1557,2041
148,42,18,2025-03-24T20:50:40,1027,6198
149,73,8,2025-03-25T10:05:42,734,9871
150,74,69,2025-03-25T16:22:20,1408,9363
151,45,52,2025-03-25T18:32:35,247,6228
152,27,76,2025-03-25T19:59:04,642,3661
153,53,77,2025-03-26T12:39:42,1076,5333
154,22,79,2025-03-26T13:52:13,1679,1972
155,10,8,2025-03-26T16:38:47,1718,5728
156,67,45,2025-03-27T12:49:08,916,9238
157,59,80,2025-03-27T16:58:39,1238,2388
158,53,22,2025-03-28T07:08:46,510,5122
159,50,20,2025-03-28T08:35:51,1492,7870
160,2,3,2025-04-01T08:37:50,1444,5002
161,41,77,2025-04-01T15:03:51,996,9674
162,11,48,2025-04-01T17:59:06,1748,6493
163,2,34,2025-04-02T08:50:25,1067,5693
164,34,47,2025-04-02T10:29:19,357,7642
165,79,57,2025-04-03T10:08:48,282,7291
166,45,19,2025-04-04T11:16:12,385,3504
167,66,36,2025-04-05T12:10:23,1262,2938
168,7,43,2025-04-05T13:04:53,1597,4394
169,46,75,2025-04-06T10:15:42,523,5366
170,71,28,2025-04-07T16:43:22,1407,3173
171,12,45,2025-04-07T17:21:23,631,4579
172,79,62,2025-04-08T15:35:19,490,5876
173,2,3,2025-04-09T10:25:50,527,5002
174,77,2,2025-04-09T16:45:45,1346,5511
175,71,34,2025-04-09T22:39:21,779,4013
176,73,32,2025-04-10T09:41:54,1360,1519
177,61,31,2025-04-10T11:51:29,148,7761
178,30,69,2025-04-10T22:57:53,427,7026
179,76,28,2025-04-11T11:50:57,1250,1046
180,21,44,2025-04-11T17:41:18,1484,5382
181,40,24,2025-04-11T22:12:14,311,3538
182,43,12,2025-04-12T14:47:55,658,7889
183,58,63,2025-04-12T19:27:11,1422,7227
184,34,67,2025-04-12T20:18:10,110,9980
185,12,68,2025-04-13T20:29:21,352,7062
186,2,3,2025-04-14T17:00:10,1656,5002
187,29,42,2025-04-14T17:17:52,189,7108
188,64,55,2025-04-14T18:23:54,850,5581
189,71,48,2025-04-14T20:25:15,364,7385
190,16,7,2025-04-14T21:04:07,1743,9189
191,47,42,2025-04-15T10:16:42,1796,9019
192,75,19,2025-04-15T15:29:16,1395,1153
193,4,79,2025-04-15T20:24:00,1473,4519
194,37,11,2025-04-15T22:55:30,379,4594
195,2,3,2025-04-16T11:23:49,213,5002
196,53,7,2025-04-17T18:39:48,1050,8242
197,14,3,2025-04-17T20:52:09,1270,2577
198,53,76,2025-04-18T08:53:24,1706,9561
199,5,36,2025-04-18T16:10:49,966,9115
200,18,67,2025-04-18T17:42:30,1106,7173
201,7,65,2025-04-18T19:25:52,511,2291
202,55,14,2025-04-18T20:41:52,177,3519
203,15,73,2025-04-19T12:43:49,1156,1440
204,41,46,2025-04-19T15:11:47,1429,4115
205,69,8,2025-04-19T19:22:59,1748,3846
206,34,58,2025-04-20T16:44:58,1035,4279
207,69,28,2025-04-22T09:33:28,1111,6927
208,28,59,2025-04-23T17:06:48,878,1761
209,31,37,2025-04-24T09:27:06,1587,2646
210,2,28,2025-04-24T10:47:48,1010,4974
211,3,30,2025-04-24T11:13:46,74,9267
212,64,26,2025-04-24T14:55:16,453,4755
213,79,72,2025-04-24T19:15:32,1636,5712
214,8,38,2025-04-25T08:22:52,956,2679
215,74,41,2025-04-25T12:31:32,986,9171
216,58,36,2025-04-25T12:36:48,354,9021
217,60,35,2025-04-26T10:21:10,1527,8518
218,43,79,2025-04-26T11:21:45,393,6301
219,54,21,2025-04-26T11:55:16,136,8873
220,16,31,2025-04-26T18:55:45,1279,8015
221,62,28,2025-04-27T15:59:35,1455,5450
222,2,3,2025-04-28T13:07:15,1326,5002
223,21,74,2025-04-28T14:41:14,1417,4387
224,6,30,2025-04-28T22:17:02,182,5593
225,57,22,2025-05-01T08:20:50,144,5806
226,3,51,2025-05-01T08:58:38,1556,9138
227,64,24,2025-05-02T07:19:36,1264,2758
228,41,9,2025-05-02T10:01:54,732,2791
229,20,73,2025-05-03T14:07:35,1595,7818
230,79,20,2025-05-03T16:05:32,446,3545
231,49,29,2025-05-03T20:40:15,1088,5454
232,80,16,2025-05-04T10:31:12,1277,4272
233,49,40,2025-05-05T12:46:00,1467,7415
234,47,53,2025-05-05T16:00:00,1101,3233
235,26,67,2025-05-07T08:50:38,1075,9451
236,41,58,2025-05-08T09:12:08,1627,2785
237,11,50,2025-05-08T14:47:18,937,3071
238,29,53,2025-05-09T08:35:37,1535,3869
239,69,46,2025-05-09T18:32:56,1048,8635
240,46,59,2025-05-10T15:14:07,1507,4155
241,22,18,2025-05-10T15:31:09,159,3739
242,10,61,2025-05-11T19:41:05,1774,6383
243,37,77,2025-05-12T10:36:32,465,3535
244,58,43,2025-05-12T18:35:35,1688,5222
245,5,23,2025-05-13T11:39:38,1424,7581
246,78,32,2025-05-13T17:18:28,1678,3185
247,37,69,2025-05-14T13:54:04,403,3238
248,78,51,2025-05-15T18:47:37,1096,8377
249,1,3,2025-05-15T20:34:24,1716,4762
250,64,74,2025-05-16T12:48:58,1076,5591
251,7,27,2025-05-18T11:59:18,927,8941
252,15,50,2025-05-18T16:01:58,1088,7143
253,19,3,2025-05-18T20:18:09,431,6404
254,57,39,2025-05-19T08:22:32,181,6085
255,76,55,2025-05-19T08:39:47,233,4404
256,43,48,2025-05-19T16:29:54,271,8709
257,34,44,2025-05-20T15:35:00,1088,4130
258,30,11,2025-05-20T20:16:12,41,1116
259,51,70,2025-05-21T11:19:43,1658,7113
260,6,74,2025-05-21T13:49:36,883,1496
261,64,70,2025-05-21T16:30:15,1678,7653
262,71,10,2025-05-22T09:16:06,434,8982
263,56,15,2025-05-22T22:33:42,661,1744
264,4,24,2025-05-23T16:58:21,748,1100
265,50,48,2025-05-24T07:22:50,168,6649
266,45,21,2025-05-24T09:18:01,821,1813
267,35,1,2025-05-24T16:53:37,1217,9022
268,48,21,2025-05-25T10:57:36,1410,2889
269,8,26,2025-05-25T12:18:43,543,3399
270,21,12,2025-05-25T19:22:42,839,7642
271,18,9,2025-05-25T20:21:59,1643,9318
272,48,67,2025-05-26T09:46:27,191,8055
273,11,80,2025-05-26T14:45:04,198,5390
274,65,14,2025-05-26T16:38:05,606,8170
275,33,46,2025-05-26T19:05:23,861,8520
276,55,12,2025-05-27T22:12:06,82,4390
277,45,67,2025-05-28T09:16:12,1330,5496
278,4,59,2025-06-02T09:04:03,394,5127
279,11,58,2025-06-03T13:03:17,802,1647
280,33,38,2025-06-04T07:31:47,911,3878
281,65,38,2025-06-04T15:56:34,1695,5098
282,32,59,2025-06-05T15:12:59,1514,2848
283,56,36,2025-06-05T17:56:30,977,8296
284,13,61,2025-06-07T18:20:26,123,4625
285,36,5,2025-06-07T21:28:15,1781,6942
286,1,79,2025-06-08T20:11:42,1398,2402
287,38,3,2025-06-09T10:04:21,378,7151
288,32,9,2025-06-09T10:46:00,128,7323
289,26,37,2025-06-10T08:58:49,213,4804
290,68,2,2025-06-11T11:24:55,1748,7895
291,72,75,2025-06-12T15:14:38,428,8450
292,12,32,2025-06-13T08:43:19,562,3848
293,74,32,2025-06-13T15:52:50,834,6980
294,73,47,2025-06-14T12:00:20,534,4629
295,37,69,2025-06-14T15:24:41,1024,8750
296,18,26,2025-06-14T21:09:20,1796,3954
297,55,49,2025-06-15T15:13:29,648,9530
298,12,51,2025-06-17T07:42:15,1766,3717
299,61,58,2025-06-17T10:28:32,483,1710
300,10,52,2025-06-17T12:01:09,1768,8179
301,42,37,2025-06-18T11:36:54,1023,6631
302,64,4,2025-06-18T18:29:51,1159,3126
303,62,49,2025-06-19T10:27:08,551,8817
304,6,20,2025-06-20T08:49:59,1310,5934
305,60,27,2025-06-20T11:20:55,1501,6231
306,58,6,2025-06-20T20:17:40,1650,1939
307,11,63,2025-06-21T12:20:40,148,1077
308,14,56,2025-06-21T21:45:09,921,3885
309,69,49,2025-06-21T22:55:34,103,2121
310,22,16,2025-06-23T08:24:56,1341,5190
311,71,67,2025-06-23T10:02:57,366,9067
312,5,51,2025-06-23T14:03:47,1003,5400
313,47,10,2025-06-23T19:37:06,719,5944
314,30,54,2025-06-24T10:30:43,1010,8848
315,44,63,2025-06-25T13:10:58,1692,7609
316,45,55,2025-06-26T11:15:17,1350,2380
317,56,13,2025-06-26T11:35:03,1231,6400
318,17,2,2025-06-26T14:37:20,62,3854
319,38,34,2025-06-26T19:44:53,1536,6345
320,16,4,2025-06-26T20:17:33,160,5308
321,63,67,2025-06-27T08:32:50,355,2075
322,59,44,2025-06-27T08:52:14,1759,8445
323,48,3,2025-06-27T16:19:17,1756,9054
324,1,51,2025-06-27T19:51:55,704,8212
325,49,59,2025-06-28T13:44:15,1201,7274
326,73,80,2025-06-28T17:09:28,169,8682
327,16,53,2025-06-28T20:55:58,1506,1842
328,3,4,2025-07-02T08:22:41,345,5003
329,45,4,2025-07-02T19:32:23,512,7326
330,31,64,2025-07-04T14:31:40,1246,2163
331,45,3,2025-07-04T18:55:43,1270,4259
332,40,65,2025-07-05T07:11:12,1735,4288
333,46,48,2025-07-05T14:33:26,1189,3950
334,41,54,2025-07-05T16:24:11,1575,9813
335,9,69,2025-07-07T20:52:13,1043,5399
336,3,4,2025-07-08T12:31:05,1434,5003
337,20,47,2025-07-08T16:08:29,1056,9362
338,78,27,2025-07-08T17:49:18,809,8639
339,67,33,2025-07-08T19:22:52,736,8976
340,78,57,2025-07-09T13:48:32,263,6655
341,56,36,2025-07-10T22:50:04,769,5123
342,58,52,2025-07-11T07:24:43,272,9762
343,3,4,2025-07-11T18:51:57,928,5003
344,30,41,2025-07-12T07:44:53,569,5067
345,56,67,2025-07-12T08:44:33,908,4759
346,57,6,2025-07-12T14:28:39,613,8355
347,17,13,2025-07-12T17:35:23,1576,3363
348,12,52,2025-07-13T22:03:40,49,3807
349,44,59,2025-07-14T10:20:27,670,5176
350,7,49,2025-07-14T17:35:03,56,5117
351,58,48,2025-07-15T11:22:01,1018,2712
352,7,15,2025-07-15T19:07:35,547,8772
353,54,48,2025-07-15T19:24:05,1428,9835
354,21,1,2025-07-15T22:18:02,504,5720
355,11,31,2025-07-16T14:44:30,1352,9041
356,7,4,2025-07-17T09:06:16,1295,3544
357,10,12,2025-07-17T15:44:59,785,8449
358,17,14,2025-07-17T16:10:04,1717,1749
359,53,27,2025-07-17T22:55:54,1536,2020
360,69,42,2025-07-19T09:19:44,925,4909
361,14,31,2025-07-19T18:36:18,1462,5837
362,13,7,2025-07-19T22:09:03,768,1062
363,21,14,2025-07-19T22:51:36,1419,8178
364,66,50,2025-07-20T11:36:24,896,4043
365,3,4,2025-07-20T17:59:48,1310,5003
366,11,64,2025-07-21T17:36:54,225,9653
367,73,23,2025-07-21T19:23:37,1368,2275
368,37,12,2025-07-22T17:04:35,395,8807
369,64,4,2025-07-22T20:11:22,469,4066
370,3,4,2025-07-23T10:08:31,506,5003
371,65,54,2025-07-23T19:05:40,1128,9808
372,24,79,2025-07-25T18:39:01,1796,3140
373,39,2,2025-07-26T16:38:14,1661,1118
374,39,11,2025-07-28T08:32:36,1088,3415
375,31,72,2025-07-28T19:12:09,1668,3450
376,14,30,2025-08-01T17:58:39,483,2035
377,12,71,2025-08-01T18:12:18,1184,5979
378,50,20,2025-08-02T11:32:37,709,2644
379,16,6,2025-08-02T12:59:36,917,7471
380,66,58,2025-08-02T16:57:41,424,6248
381,55,72,2025-08-02T18:41:42,810,9592
382,70,64,2025-08-03T08:56:27,1534,6280
383,1,28,2025-08-03T11:37:14,1093,8291
384,7,33,2025-08-04T09:25:31,181,1878
385,42,67,2025-08-04T13:45:37,1031,2489
386,61,67,2025-08-05T11:20:59,1285,6218
387,32,51,2025-08-05T15:40:26,798,8405
388,38,13,2025-08-05T15:46:51,1174,3999
389,73,14,2025-08-05T17:47:04,517,6682
390,66,18,2025-08-06T12:36:36,1380,3395
391,7,75,2025-08-06T19:09:52,1424,4968
392,20,2,2025-08-07T17:26:19,1639,9165
393,39,5,2025-08-09T18:55:52,208,8193
394,69,41,2025-08-10T15:35:54,1192,1781
395,46,27,2025-08-10T21:16:54,275,2481
396,64,27,2025-08-11T14:00:00,1405,2458
397,37,27,2025-08-11T22:22:35,1658,5480
398,79,22,2025-08-12T13:40:47,340,7745
399,1,40,2025-08-12T15:06:08,208,4070
400,62,70,2025-08-12T17:24:17,398,1427
401,27,67,2025-08-12T22:06:28,1508,8412
402,80,32,2025-08-12T22:49:49,430,9954
403,56,52,2025-08-13T17:11:31,1447,9151
404,76,16,2025-08-15T11:31:00,1116,1795
405,6,32,2025-08-15T12:23:23,609,7347
406,25,41,2025-08-15T17:39:42,656,3496
407,74,10,2025-08-15T18:03:31,1789,3734
408,36,48,2025-08-17T19:40:59,283,1500
409,80,68,2025-08-18T07:07:42,738,8301
410,45,37,2025-08-18T07:44:59,1037,8816
411,46,40,2025-08-18T10:11:41,1272,2343
412,70,6,2025-08-18T13:27:06,1537,5055
413,4,52,2025-08-18T14:06:29,238,3290
414,40,45,2025-08-18T14:51:05,934,6044
415,41,23,2025-08-18T17:34:22,1414,5331
416,75,48,2025-08-18T18:27:47,1157,6419
417,77,5,2025-08-20T08:15:47,120,7590
418,22,44,2025-08-20T09:14:24,819,3166
419,43,46,2025-08-20T15:56:46,220,7105
420,12,19,2025-08-20T20:05:04,568,4633
421,31,48,2025-08-20T21:11:55,1001,6730
422,49,10,2025-08-20T22:37:25,1124,9300
423,67,39,2025-08-21T07:03:30,1765,7580
424,76,77,2025-08-21T20:33:40,1339,9745
425,43,37,2025-08-21T22:56:08,1772,9261
426,16,12,2025-08-22T11:57:38,1134,1019
427,80,79,2025-08-22T22:01:00,1119,7739
428,57,16,2025-08-23T16:44:25,587,9199
429,55,14,2025-08-23T21:04:57,195,6277
430,53,48,2025-08-24T09:37:06,1065,3187
431,39,38,2025-08-24T17:27:56,1436,3192
432,50,31,2025-08-25T15:21:19,1222,1187
433,74,57,2025-08-25T16:49:24,1059,9641
434,49,13,2025-08-26T14:10:28,180,1547
435,60,27,2025-08-26T16:53:44,171,7703
436,26,80,2025-08-27T14:58:40,1473,7025
437,55,33,2025-08-28T16:12:24,1777,8916
438,52,9,2025-08-28T16:49:54,666,6362
439,44,4,2025-08-28T17:11:31,464,6813
440,35,53,2025-09-01T07:30:58,300,3837
441,76,26,2025-09-01T09:58:05,1155,5661
442,37,52,2025-09-02T21:05:20,546,6296
443,29,24,2025-09-03T12:26:34,1129,7609
444,21,10,2025-09-03T17:38:39,1018,1507
445,24,23,2025-09-04T19:02:27,601,5329
446,2,71,2025-09-05T10:02:00,1202,7456
447,8,16,2025-09-05T16:10:10,690,4694
448,32,59,2025-09-05T19:12:58,1257,9327
449,54,72,2025-09-05T19:15:16,446,6411
450,35,58,2025-09-05T20:05:58,484,8391
451,22,32,2025-09-06T12:21:35,903,8570
452,18,1,2025-09-06T20:41:59,1004,8822
453,57,30,2025-09-07T08:08:32,622,4836
454,36,18,2025-09-07T15:46:56,1313,2252
455,1,5,2025-09-07T18:00:57,689,9700
456,23,47,2025-09-08T10:12:50,314,4878
457,55,15,2025-09-08T11:58:17,1722,3330
458,73,45,2025-09-09T12:20:45,629,5740
459,61,60,2025-09-09T21:08:44,1134,3900
460,6,7,2025-09-10T11:40:55,1571,9042
461,78,24,2025-09-10T17:06:05,701,5843
462,16,49,2025-09-10T20:03:55,1779,3470
463,63,74,2025-09-12T09:50:45,680,9608
464,4,5,2025-09-12T11:16:57,110,5004
465,26,17,2025-09-12T15:53:10,556,8894
466,74,18,2025-09-12T19:20:41,600,5089
467,70,5,2025-09-12T19:55:43,1619,3863
468,26,78,2025-09-13T08:02:02,310,6456
469,79,77,2025-09-13T21:37:35,1651,1672
470,41,40,2025-09-13T22:16:02,1572,4131
471,71,78,2025-09-14T10:49:18,516,5934
472,57,13,2025-09-15T07:46:09,869,3529
473,59,16,2025-09-15T17:44:00,54,4452
474,53,71,2025-09-16T12:23:35,1166,8925
475,22,18,2025-09-16T12:58:56,1140,1962
476,20,58,2025-09-16T18:21:35,1592,9903
477,4,5,2025-09-16T21:35:18,1141,5004
478,56,58,2025-09-18T20:06:01,213,6798
479,36,76,2025-09-20T16:06:53,427,5853
480,10,3,2025-09-21T07:52:37,1215,7637
481,13,48,2025-09-21T18:03:25,595,4109
482,50,72,2025-09-21T22:26:43,1037,7809
483,74,35,2025-09-22T10:08:48,1639,7743
484,17,49,2025-09-23T14:32:35,1736,6802
485,64,38,2025-09-23T15:26:53,1018,8736
486,23,65,2025-09-23T17:45:07,1588,6771
487,4,5,2025-09-23T22:12:36,412,5004
488,4,5,2025-09-24T13:01:44,803,5004
489,2,3,2025-09-24T15:34:18,65,9228
490,25,53,2025-09-24T15:42:18,639,4891
491,41,16,2025-09-25T12:12:13,1542,8933
492,25,20,2025-09-25T14:57:03,1679,7620
493,45,67,2025-09-26T15:10:23,289,5403
494,15,52,2025-09-27T07:42:55,1141,8569
495,63,42,2025-10-01T09:46:29,1330,6869
496,29,51,2025-10-02T07:13:19,462,3248
497,20,72,2025-10-02T07:41:59,351,9283
498,21,39,2025-10-02T13:53:54,701,3430
499,41,58,2025-10-02T18:00:31,309,4196
500,48,11,2025-10-02T19:59:25,1287,9536
501,1,28,2025-10-03T08:27:22,1464,2044
502,80,51,2025-10-04T07:32:42,1757,7131
503,51,29,2025-10-05T08:33:51,896,8836
504,58,24,2025-10-05T14:52:06,1506,5422
505,76,70,2025-10-07T13:18:28,393,2220
506,73,19,2025-10-07T22:34:19,389,9035
507,31,79,2025-10-08T08:43:56,687,7248
508,78,77,2025-10-08T19:28:58,936,5871
509,15,54,2025-10-10T07:38:30,573,4728
510,72,77,2025-10-10T16:43:06,1016,2045
511,14,2,2025-10-10T22:30:28,727,4020
512,69,63,2025-10-10T22:52:01,784,6427
513,22,80,2025-10-11T08:52:55,88,2330
514,23,31,2025-10-11T18:58:37,87,6761
515,26,32,2025-10-12T11:49:06,275,2285
516,69,55,2025-10-12T15:43:25,1576,4337
517,33,40,2025-10-12T19:47:08,1781,2951
518,32,56,2025-10-13T09:25:55,665,6562
519,68,41,2025-10-13T19:37:07,742,6766
520,74,55,2025-10-13T20:18:07,859,1341
521,56,22,2025-10-14T12:03:06,708,4367
522,38,50,2025-10-14T14:55:57,357,6364
523,12,17,2025-10-14T20:25:27,1007,7280
524,5,6,2025-10-14T21:42:10,47,5005
525,36,24,2025-10-14T22:05:30,742,7690
526,59,57,2025-10-15T09:54:31,945,6178
527,42,22,2025-10-15T18:05:27,1759,2734
528,71,56,2025-10-16T12:44:37,385,3103
529,57,49,2025-10-16T14:48:21,1618,8517
530,27,67,2025-10-17T13:47:25,635,1894
531,42,49,2025-10-17T16:29:32,1269,8048
532,17,39,2025-10-18T09:32:41,375,3526
533,51,10,2025-10-19T08:27:42,297,4879
534,48,11,2025-10-19T15:58:52,183,1357
535,72,62,2025-10-19T20:43:47,1753,9747
536,55,72,2025-10-20T07:38:59,1377,5381
537,23,61,2025-10-20T08:56:50,1118,9246
538,7,75,2025-10-20T09:30:56,428,9199
539,40,42,2025-10-20T09:56:03,348,3579
540,67,35,2025-10-20T11:26:53,244,9381
541,32,64,2025-10-20T13:29:06,307,5991
542,32,71,2025-10-20T16:49:44,84,5942
543,1,12,2025-10-20T16:56:32,1181,4389
544,74,41,2025-10-20T17:15:19,323,9540
545,71,12,2025-10-20T17:55:24,55,5781
546,43,72,2025-10-20T22:45:42,774,8414
547,79,6,2025-10-21T19:48:21,1660,8052
548,43,11,2025-10-22T11:58:22,665,7421
549,24,19,2025-10-22T19:04:09,1547,1502
550,37,16,2025-10-22T19:57:25,1706,6654
551,6,5,2025-10-22T21:55:03,39,5005
552,50,5,2025-10-23T13:21:46,1490,4643
553,18,53,2025-10-23T16:53:44,1151,6143
554,40,58,2025-10-23T20:10:44,939,6759
555,10,25,2025-10-24T13:30:13,711,5967
556,18,14,2025-10-24T14:15:03,1401,9700
557,2,68,2025-10-24T14:42:55,722,9504
558,21,51,2025-10-24T16:37:21,1068,9351
559,31,14,2025-10-24T17:08:02,751,9945
560,5,54,2025-10-25T07:15:13,167,2653
561,73,76,2025-10-25T10:59:06,1182,2654
562,10,44,2025-10-25T19:49:20,90,5478
563,37,30,2025-10-26T18:14:40,419,5106
564,23,72,2025-10-26T18:14:42,1236,3872
565,67,35,2025-10-26T22:29:27,1721,5397
566,30,49,2025-10-27T14:31:35,1370,6530
567,72,10,2025-10-27T14:58:16,864,7357
568,73,31,2025-10-27T19:43:57,1137,6435
569,17,21,2025-10-28T15:00:21,985,3536
